,dist_from_root,length,project,leafnode,n_conns
0,0.07660729697877003,0.0065280491695517045,daf-2 dauer,10622174.0,1
1,0.1079984471966842,0.029781875143026108,daf-2 dauer,10587999.0,1
2,0.11863557696468227,0.02958397521902074,daf-2 dauer,10587997.0,0
3,0.22819039735062543,0.04905166142301737,daf-2 dauer,10587995.0,1
4,0.264881892921295,0.003341591169987593,N2 dauer (Stigloher3),9514994.0,0
5,0.2675296730010065,0.0030504718722405614,N2 dauer (Stigloher3),9520072.0,0
6,0.27395634097925947,0.009552416393867334,N2 dauer (Stigloher2),9006607.0,0
7,0.2789061049067352,0.02882119206355867,daf-2 dauer,10587992.0,0
8,0.28045985114235233,0.021533224886899422,daf-2 dauer,10622173.0,1
9,0.37800623679051537,0.0029681628755391072,N2 dauer (Stigloher3),9515007.0,0
10,0.4082363398129119,0.013037074833579075,daf-2 dauer,10622171.0,0
11,0.4240609689881155,0.0343606105318693,TEM adult,8152882.0,0
12,0.44290423774816806,0.030097704839323672,N2 dauer (Stigloher3),9520093.0,2
13,0.44438271766396287,0.0669273095322285,N2 dauer (Stigloher3),9515021.0,3
14,0.4499721028490922,0.033376304767541505,N2 dauer (Stigloher2),8978189.0,1
15,0.4618840477192537,0.03190086701863606,N2 dauer (Stigloher2),8962456.0,0
16,0.4746739813776693,0.03700141948753821,L2,4855840.0,0
17,0.49588800098871605,0.06874839721499684,L2,4856149.0,0
18,0.4959162256138923,0.046847290292208375,SEM adult,8409623.0,0
19,0.5014937262257781,0.05764907313974667,TEM adult,8152519.0,0
20,0.5151856806029275,0.023208990469610526,L2,4935347.0,0
21,0.5231366236546057,0.09556414222107655,L3,7058636.0,0
22,0.5331899589194312,0.1484143925939306,L1 0hr,6779011.0,2
23,0.5392185227388325,0.05643167754330367,SEM adult,8409421.0,0
24,0.5396979861158204,0.03162064661425348,L1 5hr,9567904.0,0
25,0.5521886347758983,0.06299499451354622,L1 16hr,4216556.0,4
26,0.5557059263270727,0.009951175564467193,N2 dauer (Stigloher3),9520099.0,0
27,0.5710466599550769,0.023465553162233085,N2 dauer (Stigloher3),9515029.0,0
28,0.5837400918632749,0.04920240742790169,SEM adult,8367566.0,2
29,0.5875211230752697,0.03126115025550136,N2 dauer (Stigloher2),8962461.0,0
30,0.5881852774737466,0.06381562133950341,N2 dauer (Stigloher3),16683397.0,0
31,0.5974131007240835,0.0711414899148413,L3,7086754.0,0
32,0.6030327604837821,0.053781913792611685,daf-2 dauer,10622169.0,6
33,0.6059785874017,0.04706181441187621,N2 dauer (Stigloher2),9190426.0,0
34,0.6062933216571702,0.08487586248222763,N2 dauer (Stigloher3),16674300.0,0
35,0.6085352914712173,0.05560105730179585,L3,7058523.0,0
36,0.6319013314199425,0.005092260889778812,N2 dauer (Stigloher3),9515038.0,0
37,0.6440270819176913,0.010383889819797112,N2 dauer (Stigloher2),8962220.0,0
38,0.6459876578367679,0.04149693633085437,TEM adult,8152565.0,1
39,0.6744549621210575,0.07460205203504372,daf-2 dauer,10622162.0,1
40,0.6984998397750428,0.1069849872792245,L1 16hr,4323491.0,26
41,0.7024938690881293,0.05960353028284987,L2,4856209.0,0
42,0.7258969632389446,0.03153352938697443,L1 16hr,4216544.0,1
43,0.7421811552089272,0.17642741066948775,SEM adult,8409510.0,9
44,0.7605895446202694,0.2333761589296165,SEM adult,8367680.0,21
45,0.7681363395438877,0.041043629072004456,daf-2 dauer,10587989.0,0
46,0.774371386383677,0.1449791889488796,L2,4856335.0,3
47,0.7775187492544685,0.1390592192246442,TEM adult,8153056.0,4
48,0.7783115918221345,0.20916769968668977,TEM adult,8152711.0,7
49,0.780304463314039,0.10955985474429157,L1 0hr,6757994.0,1
50,0.7883221005123378,0.1855431641695099,L3,7086719.0,7
51,0.8003361607798398,0.15774659329105076,L1 5hr,9556617.0,2
52,0.8165796051780676,0.14538710869989996,L1 5hr,9567899.0,3
53,0.8179208006381188,0.14462486703756103,L1 0hr,6779097.0,0
54,0.8282984878104919,0.14292183167249797,L2,4934981.0,3
55,0.8332155568038107,0.04520215520118459,TEM adult,8152995.0,1
56,0.8336672952450266,0.13399432283091392,N2 dauer (Stigloher2),8962267.0,1
57,0.8362305519385717,0.10467192194905894,N2 dauer (Stigloher3),9594020.0,1
58,0.8436048908407685,0.15447564025147248,L3,7058621.0,4
59,0.8512236970960113,0.11399575337600013,L1 8hr,6325114.0,0
60,0.8542777425551915,0.11656618203529123,N2 dauer (Stigloher2),9010153.0,5
61,0.8562166082324816,0.10809027369816746,N2 dauer (Stigloher3),9601837.0,0
62,0.8577255369638064,0.1231718251079705,L1 8hr,6323464.0,1
63,0.8682950247083817,0.07967104062530753,L2,4856294.0,1
64,0.8795976369671653,0.11368923500106853,daf-2 dauer,10622151.0,7
65,0.8822291474279731,0.07251579265316407,L2,4856285.0,0
66,0.8935255289679315,0.0986706068856545,L1 8hr,6323475.0,0
67,0.8978046940986383,0.08565689758338496,SEM adult,8367801.0,0
68,0.9022926786319778,0.035115047536596666,daf-2 dauer,10587979.0,3
69,0.9098935112043494,0.08856176700500105,L2,4935387.0,1
70,0.9136723276123107,0.016183531143986078,daf-2 dauer,10587981.0,0
71,0.9152143111580807,0.05024574274815641,TEM adult,8152636.0,0
72,0.9489986221118208,0.022854563069640024,SEM adult,8409597.0,0
