,dist_from_root,length,project,leafnode,n_synapse
0,0.0,57.140237196620284,L2,4949303,0
1,0.0,0.09523828164885943,L3,7070874,0
2,0.0,16.812757814472253,TEM adult,8186931,0
3,0.0,0.1365198172727812,N2 dauer (Stigloher2),8682502,0
4,0.0,0.00402788419462034,daf-2 dauer,10597324,0
5,0.05830125062341838,0.030895460040787907,L1 16hr,4368156,0
6,0.06203962977807884,0.049074934428697425,N2 dauer (Stigloher2),9189108,0
7,0.09664058502092311,0.04726458117324899,N2 dauer (Stigloher2),9189108,0
8,0.11194676003820514,0.03760529505651346,L1 0hr,6702332,0
9,0.11553396929754779,0.00733612482275644,daf-2 dauer,10597327,0
10,0.12644484215140528,0.04378855883091246,daf-2 dauer,10589078,0
11,0.1605356219435117,5.035456759516078,SEM adult,8340625,0
12,0.16522164585239946,0.0045499387445625,daf-2 dauer,10597328,0
13,0.16733032884209847,0.03274823718358777,daf-2 dauer,10566614,0
14,0.18286502502092977,0.03185662422318795,L1 0hr,6701156,0
15,0.1913592586449551,0.0027562023713274043,daf-2 dauer,10597329,0
16,0.20526302420476691,0.057410153656153054,L3,7071330,0
17,0.20577348499695514,0.06358598291943297,L1 8hr,6352018,0
18,0.2171991672929302,0.08084795991573383,L1 5hr,9554662,0
19,0.22140618003699264,0.051666458324389826,L1 16hr,4368892,0
20,0.22691690820492086,0.3200989046349322,daf-2 dauer,10589069,0
21,0.2294407780091443,0.04215353816306128,L3,7059849,0
22,0.23483076480822362,0.05662936759161118,N2 dauer (Stigloher2),8962063,0
23,0.2497915537839321,0.0028498966172460826,daf-2 dauer,10597330,0
24,0.26305752928635145,0.054540334541095095,N2 dauer (Stigloher2),8962063,0
25,0.2663698053555685,0.001190995465125924,N2 dauer (Stigloher3),9204131,0
26,0.3166673266487467,0.007885838917528991,N2 dauer (Stigloher3),9204141,0
27,0.34608062439120785,0.012489324564962512,N2 dauer (Stigloher2),8616885,0
28,0.36922406494938415,0.004694863678186127,N2 dauer (Stigloher3),9601055,0
