,dist_from_root,length,project,leafnode,n_synapse
0,0.0036148844436246943,0.31583568997940753,L2,4913255,0
1,0.046203862190711376,1.0298074453215322,N2 dauer (Stigloher2),8519791,2
2,0.06409146693060022,0.037933114180284964,N2 dauer (Stigloher2),8489793,0
3,0.07612403809591572,0.3294490936535678,L3,7060779,0
4,0.15146916968078794,0.055642070866649504,L3,7060795,0
5,0.17501186062163537,0.36147432403085267,L2,4914233,0
6,0.2196695315076848,0.46432423865158623,SEM adult,8324818,8
7,0.26099702509340633,0.1259759822268774,L2,4914173,0
8,0.2776745982229626,0.8847438794353646,TEM adult,8185778,8
9,0.3239951869852646,0.0914807136218996,L3,7654165,0
10,0.34375784839224105,0.40777357690613836,L3,7060930,8
11,0.36916791133085824,0.8523189111818132,N2 dauer (Stigloher3),16681653,12
12,0.38196612852107426,0.14348829467209404,L2,4914154,0
13,0.5382845947355289,1.0610206529960597,L2,4914077,9
14,0.575816755128844,0.14382779304791837,N2 dauer (Stigloher3),16682859,0
15,0.6631542880991833,0.13787074817379147,N2 dauer (Stigloher2),8718335,0
16,0.7405986087212397,0.05537667098144206,SEM adult,8324580,1
17,0.9897170570768011,0.018915997090935575,TEM adult,8185973,0
