,dist_from_root,length,project,leafnode,n_synapse
0,0.006158147838811185,0.050717714433281554,N2 dauer (Stigloher3),9589564,0
1,0.015171266033052766,0.007322311813437921,daf-2 dauer,10574165,0
2,0.037533675448461604,0.0036575325710572013,daf-2 dauer,10585693,0
3,0.07800671584341794,0.019033462893171843,N2 dauer (Stigloher2),8610853,0
4,0.08033435267726413,0.002577303584942837,daf-2 dauer,10585694,0
5,0.10555668279477291,0.0024199235928344213,daf-2 dauer,10585695,0
6,0.10931567013383124,0.012103411904592416,N2 dauer (Stigloher2),9001335,0
7,0.11192446804859871,0.013495050663441116,daf-2 dauer,10574168,0
8,0.1205314931196858,0.015671942616958732,L3,7119717,0
9,0.13547916759475084,0.022349346725004226,L3,7092882,1
10,0.13573943719909107,0.029432588443034598,L3,7119711,1
11,0.13907322514885578,0.0278348474427137,N2 dauer (Stigloher3),9198911,2
12,0.14682849362725942,0.03608838820306555,N2 dauer (Stigloher2),8608994,0
13,0.14798782880510625,0.020956972714220912,L3,7092868,0
14,0.15621796834911483,0.0037148680484964483,daf-2 dauer,10574170,0
15,0.15794701185347884,0.02436679400542914,N2 dauer (Stigloher3),16676279,0
16,0.15961342546435622,0.031719442267350996,SEM adult,8361577,7
17,0.15997239182653494,0.028752647069268594,L3,7092433,0
18,0.16364676776219417,0.04207686504192881,N2 dauer (Stigloher3),9601130,1
19,0.1657693801601768,0.02278155778426276,L3,7092858,1
20,0.16657758854405766,0.0034552051026788,daf-2 dauer,10585696,1
21,0.16832178062632733,0.038708644430581,L1 16hr,4291779,1
22,0.16862768043827933,0.019082133863195287,L2,4930181,1
23,0.17602051472059832,0.060541714502021615,SEM adult,8360751,1
24,0.17937912377733634,0.03608333178330824,N2 dauer (Stigloher2),8610410,0
25,0.18296142109975563,0.08494258287575374,L1 16hr,7654592,17
26,0.183656706626017,0.035800594729880675,L1 0hr,7654611,0
27,0.18421908797121428,0.048147589892697594,L3,7119353,0
28,0.1862462158676051,0.04002743057301883,N2 dauer (Stigloher3),9588354,3
29,0.18647460154397402,0.046228709781436464,L3,7092469,1
30,0.18725356632442136,0.02952210330821391,L1 16hr,4291807,0
31,0.18851174724166003,0.07532377960949245,daf-2 dauer,10574087,3
32,0.1893555453111197,0.06290948426584508,SEM adult,8310594,9
33,0.19045255219389995,0.039848370849111456,N2 dauer (Stigloher2),9189193,0
34,0.19157705537404046,0.03951397658473577,TEM adult,8210309,3
35,0.19526330969524067,0.014699891516437484,L1 8hr,6341221,0
36,0.20053511207331673,0.018950622861197582,TEM adult,8209673,1
37,0.2020766236572813,0.02189892483827354,L1 8hr,6375232,0
38,0.2025196852382739,0.020836654516106744,N2 dauer (Stigloher2),9189084,0
39,0.20408714822667384,0.014277961453611107,N2 dauer (Stigloher3),9203936,0
40,0.20624102037470837,0.044848008522529695,N2 dauer (Stigloher3),9208933,0
41,0.20741955549837884,0.05161974837505751,L2,4930271,1
42,0.21059100311652748,0.027691515774015057,N2 dauer (Stigloher2),9189147,0
43,0.2114944209152993,0.017043547544353475,L1 5hr,9536970,0
44,0.21593582333392466,0.018767901599756262,L3,7119369,0
45,0.21771428245018234,0.037990005580017326,L1 5hr,9536876,0
46,0.21948495026470716,0.02612879272562087,L1 8hr,6352421,1
47,0.22148148467039025,0.013794855029177908,TEM adult,8210277,3
48,0.22242777624103355,0.04478279570296439,N2 dauer (Stigloher3),16676264,0
49,0.22611572449712367,0.026254479197433157,N2 dauer (Stigloher2),9009191,0
50,0.22660129125500258,0.04007407226399341,N2 dauer (Stigloher2),8610487,0
51,0.22687499042698311,0.030375232861751263,L1 0hr,7654616,0
52,0.22823852844209985,0.05272067366300535,N2 dauer (Stigloher3),16676342,0
53,0.23319887436571446,0.04221083759725874,N2 dauer (Stigloher3),16676359,0
54,0.23452781629964334,0.015793866595696357,SEM adult,8310663,1
55,0.23524474770056056,0.052223338243142216,N2 dauer (Stigloher2),8609184,0
56,0.23800877341388008,0.062046463848073746,L1 0hr,6913723,0
57,0.2396119983600905,0.04325763007294577,L1 0hr,6823432,0
58,0.24000837987341792,0.020973220238478633,L2,4893843,1
59,0.24151367050247766,0.021019448849590675,TEM adult,8211599,0
60,0.2433874332395638,0.00634192512445723,N2 dauer (Stigloher3),9601225,0
61,0.24460577335106196,0.030172971299571465,L1 8hr,6341218,0
62,0.24490713106405582,0.026744674847910346,N2 dauer (Stigloher2),9189079,0
63,0.24936288994108277,0.02854371990187612,L1 5hr,9602069,0
64,0.2504706523042841,0.05143621193829626,TEM adult,8211640,0
65,0.25289329810359523,0.03838844997657899,L1 0hr,6913731,0
66,0.2583204753352724,0.0152527094303195,L2,4893878,0
67,0.25973563186531123,0.02930555663601602,TEM adult,8209730,2
68,0.2616013363854722,0.01245862469838508,L2,4930323,1
69,0.26282148263139604,0.028340203159592847,L1 5hr,9602056,0
70,0.2718234247496678,0.00817558937609307,L2,4893885,0
