,dist_from_root,length,project,leafnode,n_synapse
0,0.0,0.5066446379170207,L2,6641644,1
1,0.0,0.07182362551049187,N2 dauer (Stigloher3),9196455,0
2,0.0,0.08625351076919469,daf-2 dauer,15134676,0
3,0.004212212334913997,0.06355656513452292,daf-2 dauer,10596797,0
4,0.09627327963465464,0.015726183597553563,L3,7052919,0
5,0.15575369689867016,0.0030580658626586134,daf-2 dauer,10626322,0
6,0.16409574663928544,0.3392095214840592,L2,4966244,0
7,0.21985824525998743,0.010933521910656222,daf-2 dauer,10626321,0
8,0.278410799176123,0.005207127182447989,N2 dauer (Stigloher3),9518633,0
9,0.28001411679737664,0.019282118015982994,N2 dauer (Stigloher3),16678491,0
10,0.3090955846922841,0.0013464870257552095,N2 dauer (Stigloher3),9499908,0
11,0.3385495532654607,0.02132663720063574,N2 dauer (Stigloher3),16684932,2
12,0.35700862836123715,0.01629325959667957,L3,7052916,0
13,0.3650992564042619,0.09307994249168246,N2 dauer (Stigloher3),9597947,4
14,0.3779582140996158,0.10016154216115469,daf-2 dauer,11438332,6
15,0.39663830607131995,0.10422307261590119,daf-2 dauer,10625942,4
16,0.4030686213199273,0.0043097330877323314,N2 dauer (Stigloher3),9600728,0
17,0.4403986538080202,0.00683162953656691,daf-2 dauer,10625949,0
18,0.44499839306343664,0.04977857706527231,L3,7052680,4
19,0.45488742778183805,0.007172625579895986,N2 dauer (Stigloher3),16678873,0
20,0.45958376787990046,0.0018075303303988171,N2 dauer (Stigloher3),9499944,0
21,0.46665855462781236,0.005014217882291639,N2 dauer (Stigloher3),9589244,0
22,0.5120551972876857,0.006010250409274476,N2 dauer (Stigloher3),9589249,0
23,0.5635805146995625,0.06494106644098645,N2 dauer (Stigloher3),16682139,0
24,0.5699979385908269,0.010547159139844614,N2 dauer (Stigloher3),9526820,0
25,0.5866770258008268,0.005219392432032461,N2 dauer (Stigloher3),9526803,0
26,0.5952468149856505,0.006098506008627363,N2 dauer (Stigloher3),9526807,0
27,0.6396772685052127,0.010708760979037139,N2 dauer (Stigloher3),9529020,0
28,0.6435039902294587,0.005571671624158573,N2 dauer (Stigloher3),9600744,0
29,0.6767528274442471,0.004772003237496897,N2 dauer (Stigloher3),9600724,0
30,0.690007302814969,0.0035592970898526734,daf-2 dauer,10596743,0
31,0.69857141984289,0.013358271192535501,L3,7077344,0
32,0.7209705905510826,0.010991400659824794,daf-2 dauer,10596741,0
33,0.7228211246544021,0.008380881061522008,N2 dauer (Stigloher3),9529090,0
34,0.7255958339330044,0.12582942643192782,daf-2 dauer,10596619,15
35,0.7587270096560542,0.0912730077007707,daf-2 dauer,10626253,13
36,0.7730503502471398,0.030961350547139256,daf-2 dauer,10641163,1
37,0.7747277354229883,0.017196039795953726,N2 dauer (Stigloher3),16678856,2
38,0.7762758826589835,0.028579938733765433,N2 dauer (Stigloher3),16678864,0
39,0.7848540504737248,0.04341663647745318,L3,7184856,1
40,0.7893267210185266,0.0029600719687864875,daf-2 dauer,10596661,1
41,0.7924199504117208,0.10149044628362149,N2 dauer (Stigloher3),16678828,4
42,0.795156798697725,0.06547301739669593,L3,7052758,0
43,0.8043937309831487,0.15938016569100746,daf-2 dauer,10626210,18
44,0.808873066382476,0.03726845895449673,L3,7077216,1
45,0.8274820734435594,0.04226791442915416,N2 dauer (Stigloher3),16680411,0
46,0.8280315948206917,0.13073415249505457,N2 dauer (Stigloher3),9525809,2
47,0.8387813472832107,0.024171749876688183,N2 dauer (Stigloher3),16678747,0
48,0.8416888877533812,0.006604661081806971,daf-2 dauer,10626111,0
49,0.8427288969248614,0.0366505657130032,L3,7052793,0
50,0.852368785652858,0.0028181379855034476,N2 dauer (Stigloher3),9528721,0
51,0.8657938010514082,0.0203667612213964,N2 dauer (Stigloher3),16678829,0
52,0.8731111027838924,0.031938970316804156,L3,7077331,0
53,0.8862690375667285,0.041141073004338134,L3,7077311,1
54,0.8948458176382357,0.011481817002794818,L3,7077303,0
55,0.9005709889099132,0.024395048883105362,L3,7052829,1
56,0.9011206347284835,0.042061602461808706,N2 dauer (Stigloher3),9526617,4
57,0.9144150705855602,0.020099630095310527,N2 dauer (Stigloher3),16678848,0
58,0.9279944586048997,0.03729482393706057,N2 dauer (Stigloher3),16678730,0
59,0.9461250174929564,0.02932033410627348,L3,7052860,0
60,0.9482930183600102,0.007735799791658326,daf-2 dauer,10596737,0
61,0.9487624029337106,0.017768653977503837,N2 dauer (Stigloher3),16680543,0
62,0.961530401102967,0.015533535592522832,N2 dauer (Stigloher3),9591054,0
63,0.9744778109928766,0.01156497114324196,N2 dauer (Stigloher3),16678677,0
