,dist_from_root,length,project,leafnode,n_conns
0,0.034384337249088036,0.013686911740073575,daf-2 dauer,10600300.0,0
1,0.068905289961748,0.0030801082926611135,daf-2 dauer,10602160.0,0
2,0.21018762936451132,0.016521804524109156,daf-2 dauer,10602186.0,0
3,0.29402958543230817,0.003349062901193099,daf-2 dauer,10600336.0,0
4,0.3177550874381727,0.03574954430087286,N2 dauer (Stigloher2),8784275.0,0
5,0.35137034518403193,0.014830224077212592,daf-2 dauer,10602203.0,1
6,0.37147455122568135,0.03438144620270448,SEM adult,15134918.0,1
7,0.41157686555208584,0.08670608744953244,N2 dauer (Stigloher3),9525024.0,2
8,0.42817615152350086,0.006315154504574526,daf-2 dauer,10602398.0,1
9,0.4363515641781183,0.09420993065892909,N2 dauer (Stigloher3),16679296.0,8
10,0.45056029451240664,0.005727120214349492,daf-2 dauer,10602396.0,0
11,0.4571156084016049,0.03453495298787553,SEM adult,8380635.0,2
12,0.4684800933264454,0.010895753706160931,daf-2 dauer,10600520.0,0
13,0.47283185473785105,0.043562629857395126,daf-2 dauer,10602219.0,1
14,0.48914947340379994,0.029475460093459468,daf-2 dauer,10602394.0,1
15,0.5142800567892415,0.008617040977161402,daf-2 dauer,10602224.0,1
16,0.5227579440069858,0.016921876426729057,daf-2 dauer,10600518.0,0
17,0.5232571390489342,0.02930152478460154,N2 dauer (Stigloher2),8784357.0,0
18,0.526272255572336,0.047663189241551183,daf-2 dauer,10600514.0,5
19,0.5594172261640618,0.0028407298678200005,daf-2 dauer,10602228.0,2
20,0.5616279162864187,0.04972153726561575,SEM adult,8381100.0,5
21,0.5896980781453083,0.05042463483428824,TEM adult,8228086.0,2
22,0.5982525797019846,0.10622734084705436,N2 dauer (Stigloher2),8599374.0,3
23,0.6203475734287401,0.028644815919922424,daf-2 dauer,10600504.0,3
24,0.6223713825131505,0.11714012234510549,N2 dauer (Stigloher2),8652044.0,2
25,0.6280161179822341,0.0026215399465993813,daf-2 dauer,10600374.0,1
26,0.6463634659811468,0.1610413136540383,N2 dauer (Stigloher3),16686150.0,1
27,0.6561958812020542,0.10748298601434506,N2 dauer (Stigloher2),8599786.0,0
28,0.6570122825326429,0.029508763290680178,daf-2 dauer,10602251.0,1
29,0.6735651820283148,0.09909164446719473,daf-2 dauer,10602393.0,8
30,0.6736154585771734,0.005769589311894604,N2 dauer (Stigloher2),8946114.0,0
31,0.6865406109076705,0.04591269454873734,daf-2 dauer,10602353.0,1
32,0.6891483397440703,0.03528461667082857,SEM adult,8380744.0,2
33,0.716969652756048,0.009126886417135526,SEM adult,8381060.0,0
34,0.7221689857171865,0.13813648196152367,N2 dauer (Stigloher3),8997234.0,4
35,0.7241324594850319,0.07231436733084819,N2 dauer (Stigloher3),9594948.0,0
36,0.7318486198520356,0.10854816387463007,daf-2 dauer,10600498.0,7
37,0.7324552512167943,0.04954262132810058,TEM adult,8228180.0,2
38,0.7418503921417183,0.006812645849127928,daf-2 dauer,10602343.0,0
39,0.7547684719625999,0.11259612241062235,N2 dauer (Stigloher2),8599716.0,1
40,0.7589310285564416,0.013001562435670931,TEM adult,8228111.0,1
41,0.7707256730160535,0.011540915744165525,daf-2 dauer,10602341.0,1
42,0.7821512115901299,0.05981998243356633,L1 16hr,4267903.0,0
43,0.7827047357191598,0.0581593383686545,N2 dauer (Stigloher3),9594916.0,0
44,0.7857199565937549,0.04601786564405481,N2 dauer (Stigloher3),16678279.0,0
45,0.7910472683870344,0.14426192794722686,N2 dauer (Stigloher2),8946127.0,1
46,0.8043370126450059,0.028718006302576662,SEM adult,8381056.0,0
47,0.8074194507212579,0.0643939623947504,N2 dauer (Stigloher2),8946129.0,0
48,0.8138963530368848,0.04209832917707,daf-2 dauer,10600475.0,9
49,0.8370755911650235,0.022038430515346666,TEM adult,8221977.0,1
50,0.8396214919912435,0.09446155870628732,N2 dauer (Stigloher3),8997130.0,3
51,0.841485521476271,0.029990185532441947,N2 dauer (Stigloher2),8599680.0,1
52,0.8469169881794232,0.08556240846376789,N2 dauer (Stigloher2),8946141.0,3
53,0.8504753872970465,0.028154519266590364,L3,7100820.0,0
54,0.8522317733556968,0.04159234019398257,daf-2 dauer,10602338.0,4
55,0.8553794085203767,0.005852751409684777,daf-2 dauer,10600465.0,2
56,0.8560131448614677,0.02970238717296558,TEM adult,8221967.0,1
57,0.9050817015250182,0.009691493125719479,N2 dauer (Stigloher3),8997102.0,0
58,0.905887713608091,0.005109573122369029,N2 dauer (Stigloher2),8946052.0,0
59,0.9098402010535307,0.0028421059410800088,N2 dauer (Stigloher3),9598831.0,0
60,0.914849176136084,0.0069647224993951975,N2 dauer (Stigloher2),8946045.0,0
61,0.9456220548207599,0.004344650874275792,N2 dauer (Stigloher2),8946146.0,0
62,0.961387388417967,0.02423227827420592,L1 0hr,6789507.0,0
63,0.9741132495664776,0.02154500458104245,L1 0hr,6650782.0,0
64,0.9743143041513695,0.0186455618614824,L1 5hr,9546319.0,0
65,0.9784328077622194,0.012291685272142833,daf-2 dauer,10600463.0,1
66,0.9816375647223633,0.01792449327211131,N2 dauer (Stigloher2),8950717.0,0
67,0.9850087239834401,0.011927033527388206,N2 dauer (Stigloher3),8996009.0,0
