synapse_id,length,dist_from_root,reference_neuron,dataset,inputs,outputs
4499682,0.0101359737450729,0.880883246012238,PVR,L1 16hr,URBL,['PVR']
4499705,0.0,0.7932628924908233,PVR,L1 16hr,BDUL,['PVR']
4499713,0.0,0.8076359096623064,PVR,L1 16hr,BDUL,['PVR']
4499922,0.0,0.9489422429561314,PVR,L1 16hr,BDUL,['PVR']
4499936,0.0,0.439132119674939,PVR,L1 16hr,BDUR,['PVR']
4500737,0.0,0.2984918463287061,PVR,L1 16hr,SDQR,['PVR']
4502569,0.0,0.3093333330032815,PVR,L1 16hr,PVR,"['CEPVR', 'IL1VR', 'RIPR', 'URYVR']"
4504655,0.0,0.4917832390924189,PVR,L1 16hr,PVR,"['AVBL', 'AVJL']"
4504780,0.0117931937477274,0.3185363060444145,PVR,L1 16hr,PVR,"['IL1VR', 'RIPR']"
4506549,0.0,0.8409302557433652,PVR,L1 16hr,PVR,['IL1DL']
4506550,0.0,0.7271956233848451,PVR,L1 16hr,PVR,"['AVBR', 'AVJR']"
4506559,0.0,0.7055584945980222,PVR,L1 16hr,PVR,"['AVBL', 'AVBR', 'AVJR']"
4506562,0.0,0.6471957374304252,PVR,L1 16hr,PVR,"['AVBL', 'AVJR']"
4506568,0.0,0.5153215347877239,PVR,L1 16hr,PVR,"['AVBL', 'AVJL', 'AVJR']"
4506579,0.0,0.4709255979477567,PVR,L1 16hr,PVR,"['IL1DR', 'RIPR']"
4506582,0.0,0.4669187526945637,PVR,L1 16hr,PVR,"['AVBL', 'AVBR', 'AVJL', 'RIPR']"
4506586,0.0,0.9407487388448624,PVR,L1 16hr,PVR,"['IL1VL', 'RIPL']"
5037517,0.0,0.9033032948074572,PVR,L2,URBL,"['PVR', 'RMDL', 'CEPVL']"
5037516,0.0,0.8807297208457503,PVR,L2,URBL,"['ADAL', 'PVR', 'CEPVL']"
5037266,0.0,0.3383730057086625,PVR,L2,SDQR,"['AVBL', 'PVR']"
5037264,0.0,0.3618142755800226,PVR,L2,SDQR,"['PVR', 'AVBL']"
5034137,0.002893492537683,0.61343122928635,PVR,L2,PVR,"['RIPR', 'IL1DR']"
5034132,0.0,0.7502404060254154,PVR,L2,PVR,"['RIPL', 'IL1DL']"
5034131,0.0,0.9261809583617524,PVR,L2,PVR,"['RIPL', 'IL1VL']"
5034130,0.0,0.4466513239242493,PVR,L2,PVR,"['URYVR', 'RIPR', 'SIBVL', 'IL1VR']"
5034128,0.0,0.4562851275020797,PVR,L2,PVR,"['RIPR', 'IL1VR']"
5034127,0.0,0.4503120888568953,PVR,L2,PVR,"['AVBR', 'RIPR']"
5034126,0.0,0.4297174007051921,PVR,L2,PVR,"['AVBR', 'RIPR']"
5034125,0.0,0.4297174007051921,PVR,L2,PVR,"['AVBR', 'RIPR']"
5034124,0.010125696660868,0.61343122928635,PVR,L2,PVR,"['RIVR', 'AVBL']"
5034121,0.0,0.7359879273126796,PVR,L2,PVR,"['AVJL', 'AVBR']"
5034120,0.0,0.7426636072557194,PVR,L2,PVR,"['AVBR', 'AVJL']"
5034119,0.0,0.743811863856457,PVR,L2,PVR,"['AVJL', 'AVBR']"
5034118,0.0,0.7451288921692258,PVR,L2,PVR,"['AVBR', 'URADL']"
5034117,0.0,0.9418435601915794,PVR,L2,PVR,"['RIPL', 'AVBR']"
5034115,0.0,0.9461433735361456,PVR,L2,PVR,['RIPL']
5034114,0.0,0.9461433735361456,PVR,L2,PVR,"['AVBL', 'RIPL']"
5034122,0.0,0.6695538174156055,PVR,L2,PVR,"['AVJL', 'AVBL']"
5033159,0.0,0.9451919355971156,PVR,L2,PVR,"['RIPL', 'AVBL']"
5032489,0.0630566443886322,0.4562851275020797,PVR,L2,CEPVR,"['OLQVR', 'URAVR', 'RIPR', 'PVR']"
5032482,0.0339312495371047,0.4562851275020797,PVR,L2,CEPVR,"['OLQVR', 'URAVR', 'RIPR', 'PVR']"
5031165,0.0,0.2138502609997558,PVR,L2,AVM,"['AVBL', 'AVDL', 'PVR']"
5031164,0.0,0.2386599366948574,PVR,L2,AVM,"['AVBL', 'AVDL', 'PVR']"
5031154,0.0,0.2298681095604142,PVR,L2,AVM,"['PVR', 'AVDL']"
5034143,0.0,0.7381114659490938,PVR,L2,PVR,"['AVJL', 'AVBR']"
5034140,0.0135524817054469,0.9180484033946814,PVR,L2,PVR,"['CEPVL', 'IL1VL', 'RIPL']"
5034139,0.0109522210362786,0.61343122928635,PVR,L2,PVR,"['RIPR', 'IL1DR']"
5030337,0.0,0.8496705351600241,PVR,L2,ALML,"['PVR', 'CEPVL']"
4977039,0.0189121249376839,0.5251770968611686,PVR,L2,ADER,"['CEPshVL', 'PVR']"
6646996,0.0045401634559196,0.6895249627478667,PVR,L1 8hr,PVR,"['RIPL', 'IL1DL']"
6646995,0.026255442672695,0.3341328108268238,PVR,L1 8hr,PVR,"['AVBR', 'RIPR']"
6646992,0.0,0.7099018993763142,PVR,L1 8hr,PVR,"['AVJR', 'AVBL']"
6646991,0.0,0.5187906801446764,PVR,L1 8hr,PVR,"['AVJR', 'URADR', 'AVBR']"
6646990,0.0,0.5187906801446764,PVR,L1 8hr,PVR,"['AVBR', 'AVJL']"
6375523,0.0,0.9756143670390688,PVR,L1 8hr,CEPVL,"['PVR', 'RIPL', 'OLQVL']"
6375482,0.048584166553744,0.6895249627478667,PVR,L1 8hr,CEPDL,"['URADL', 'RIPL', 'PVR']"
6375472,0.0,0.2235698663023078,PVR,L1 8hr,BDUR,"['PVR', 'CEPshVR']"
6375469,0.0,0.3803825194604436,PVR,L1 8hr,BDUR,"['PVR', 'CEPshVR']"
6375464,0.0,0.8449090799785225,PVR,L1 8hr,BDUL,"['PVR', 'CEPshVL']"
6374988,0.0,0.82098433807739,PVR,L1 8hr,ALML,"['PVR', 'BDUL']"
6374999,0.0130945768966691,0.4662201812902811,PVR,L1 8hr,ALMR,"['BDUR', 'PVR']"
7125382,0.0,0.3993252991028294,PVR,L1 0hr,PVR,"['RIPR', 'IL1VR', 'CEPVR', 'URYVR']"
7125381,0.0,0.6685628949662034,PVR,L1 0hr,PVR,"['AVBL', 'RIPL']"
7125376,0.0,0.3385400905513541,PVR,L1 0hr,PVR,"['AVBR', 'AVJL']"
7125374,0.0,0.6596133820410663,PVR,L1 0hr,PVR,"['AVBL', 'AVJL']"
7050947,0.0,0.5156216736144899,PVR,L1 0hr,ALMR,"['PVR', 'CEPDR']"
7050914,0.0,0.7655774132691193,PVR,L1 0hr,ALML,"['BDUL', 'PVR']"
7184470,0.0106179344947963,0.0127015884947831,PVR,L3,PVR,['RIPR']
7184469,0.0,0.4644149759116515,PVR,L3,PVR,['AVJL']
7184468,0.0,0.7730718454523493,PVR,L3,PVR,"['IL1DL', 'CEPDL']"
7184466,0.0,0.4862204165132291,PVR,L3,PVR,"['AVBL', 'BDUR', 'AVJL']"
7184066,0.0,0.7730718454523493,PVR,L3,IL1DL,['PVR']
7182732,0.0,0.3227578285122987,PVR,L3,ADER,"['CEPDR', 'GLRR', 'PVR', 'ALMR']"
8240350,0.0140066559038484,0.3229204311027637,PVR,TEM adult,CEPVR,"['PVR', 'OLQVR', 'RIPR', 'URAVR', 'RMHR']"
8472493,0.0,0.4919907510012954,PVR,TEM adult,PVR,"['AVJL', 'AVBL']"
8462669,0.0174679207565143,0.6323624016178967,PVR,TEM adult,PVR,"['IL1DL', 'RIPL']"
8462668,0.0115368363409146,0.4939227195525695,PVR,TEM adult,PVR,"['AVBL', 'RIPR']"
8462440,0.0,0.4919907510012954,PVR,TEM adult,PVR,"['AVBL', 'AVJL']"
8462439,0.0059028682559265,0.8100998514035247,PVR,TEM adult,PVR,['IL1VL']
8462438,0.0,0.3024202735126864,PVR,TEM adult,PVR,"['RIPR', 'AVBR']"
8462437,0.0,0.3084813746983179,PVR,TEM adult,PVR,"['RIPR', 'AVBR']"
8462434,0.0,0.3202233777572973,PVR,TEM adult,PVR,"['IL1VR', 'RIPR']"
8462433,0.0124924513117117,0.3229204311027637,PVR,TEM adult,PVR,"['IL1VR', 'RIPR']"
8462431,0.0,0.3368211040633845,PVR,TEM adult,PVR,"['RIPR', 'AVBR']"
8462429,0.0167387348960172,0.4939227195525695,PVR,TEM adult,PVR,"['IL1DR', 'RIPR']"
8462427,0.0291684322057817,0.4939227195525695,PVR,TEM adult,PVR,"['RIPR', 'IL1DR']"
8462426,0.0,0.5053793273680316,PVR,TEM adult,PVR,"['AVBL', 'AVJL', 'AVBR']"
8462424,0.0080101129877736,0.5661227528504582,PVR,TEM adult,PVR,"['AVBR', 'AVJR', 'AVBL']"
8462423,0.0034148848744295,0.5661227528504582,PVR,TEM adult,PVR,"['AVJR', 'AVBL']"
8462422,0.0012243100127589,0.6112335974924995,PVR,TEM adult,PVR,['AVBR']
8462421,0.0093861387609024,0.6112335974924995,PVR,TEM adult,PVR,"['RIPL', 'AVBR', 'AVJR']"
8462417,0.0093861387609024,0.6112335974924995,PVR,TEM adult,PVR,"['AVBR', 'AVJR']"
8462416,0.004655990404401,0.8100998514035247,PVR,TEM adult,PVR,"['IL1VL', 'RIPL']"
8462414,0.0135081342340901,0.8100998514035247,PVR,TEM adult,PVR,"['RIPL', 'IL1VL']"
8462411,0.0163247657770969,0.8100998514035247,PVR,TEM adult,PVR,"['IL1VL', 'RIPL']"
8462407,0.0,0.8176087037091542,PVR,TEM adult,PVR,"['RIPL', 'AVBL']"
8462405,0.0,0.8176087037091542,PVR,TEM adult,PVR,"['RIPL', 'AVBL']"
8462404,0.0,0.8176087037091542,PVR,TEM adult,PVR,"['RIPL', 'AVBL']"
8462396,0.0,0.8166754758294541,PVR,TEM adult,PVR,"['AVBL', 'RIPL']"
8462395,0.0,0.8166754758294541,PVR,TEM adult,PVR,"['AVBL', 'RIPL']"
8462394,0.0,0.8166754758294541,PVR,TEM adult,PVR,"['RIPL', 'AVBL']"
8447218,0.0114816243309826,0.8100998514035247,PVR,TEM adult,IL1VL,"['PVR', 'RIPL']"
8444962,0.013298552775681,0.4939227195525695,PVR,TEM adult,IL1DR,['PVR']
8444923,0.0222911876743175,0.4939227195525695,PVR,TEM adult,IL1DR,"['PVR', 'RIPR']"
8422095,0.0081555017930733,0.6323624016178967,PVR,TEM adult,IL1DL,"['RIPL', 'PVR']"
8417839,0.0269376891986025,0.8100998514035247,PVR,TEM adult,CEPVL,"['PVR', 'OLQVL', 'URAVL']"
8415278,0.0036792618306217,0.4513442808037399,PVR,TEM adult,ALMR,"['CEPDR', 'PVR']"
8415252,0.0,0.772671438452201,PVR,TEM adult,ALML,"['CEPVL', 'PVR']"
8469315,0.0,0.6480193550189146,PVR,SEM adult,PVR,"['AVJR', 'AVBL']"
8469312,0.0,0.6995804577089111,PVR,SEM adult,PVR,"['AVJR', 'AVBR']"
8469310,0.0,0.7194747833064065,PVR,SEM adult,PVR,"['AVBR', 'RIPL']"
8469308,0.0,0.3905162944568723,PVR,SEM adult,PVR,"['RIPR', 'IL1VR']"
