,dist_from_root,length,project,leafnode,n_conns
0,0.0,0.23198328681679561,L1 16hr,4489760.0,3
1,0.005816815163907159,0.053912270270065454,L1 0hr,7654337.0,0
2,0.008214151044419,0.29747742375999325,daf-2 dauer,10563603.0,2
3,0.03392127011824301,0.08942222845030161,L1 5hr,9602050.0,0
4,0.033946668732697555,0.0988852706321025,L3,7654327.0,0
5,0.050004681206433234,0.10861046493586471,L1 8hr,7654332.0,0
6,0.05344154023481633,0.08617718340983832,L2,4953707.0,1
7,0.06135305092822156,0.11954082585849465,N2 dauer (Stigloher3),9508407.0,0
8,0.0632304034360004,0.19176420277275552,L1 16hr,4489825.0,1
9,0.06932569408825803,0.0788904076168436,L1 8hr,7654329.0,0
10,0.07013244113750539,0.1379618962518255,L1 0hr,7654335.0,0
11,0.08551209441991592,0.09388752895525115,L1 5hr,9572991.0,0
12,0.09377401959727921,0.10302281203573106,L3,7097968.0,1
13,0.10246037345889925,0.06197336655166195,N2 dauer (Stigloher3),9508399.0,1
14,0.10765955264797722,0.06540679035577732,L1 8hr,6329917.0,0
15,0.13894725778318034,0.11271318711335578,N2 dauer (Stigloher2),8968141.0,2
16,0.1400496528057463,0.1237514680723992,SEM adult,8287281.0,3
17,0.15225122059669552,0.09898677834302198,daf-2 dauer,10564154.0,3
18,0.16882648718402116,0.019411772832324158,N2 dauer (Stigloher3),9525394.0,0
19,0.18039504067042944,0.002480689961157992,N2 dauer (Stigloher2),8966032.0,0
20,0.19719651050831027,0.04814618464732147,daf-2 dauer,15137777.0,0
21,0.24262446458071807,0.00722383179677939,N2 dauer (Stigloher3),9189255.0,0
22,0.2468418916046805,0.042893197129689774,daf-2 dauer,10563635.0,2
23,0.2649805194095985,0.04147394059343918,daf-2 dauer,10563654.0,0
24,0.289646288614386,0.005107506094200472,N2 dauer (Stigloher3),9588985.0,0
25,0.2989012522629342,0.011104919961569355,daf-2 dauer,10563657.0,0
26,0.37893511255927437,0.04302786142899003,SEM adult,8286773.0,0
27,0.4147325756489972,0.0025052450089895475,N2 dauer (Stigloher3),9597381.0,0
28,0.7510325726480194,0.05950589906864896,daf-2 dauer,15133899.0,0
29,0.7721547448701694,0.029259673015587517,TEM adult,8205110.0,0
30,0.8822908536810902,0.0705643272802331,daf-2 dauer,10564111.0,0
31,0.9501196039710863,0.04170493291832886,N2 dauer (Stigloher2),9009411.0,0
32,0.973744163529777,0.022597980409299563,L3,7098161.0,0
