,dist_from_root,length,project,leafnode,n_synapse
0,0.02071961489213837,0.011350730947078646,N2 dauer (Stigloher3),9587257,0
1,0.025415131520618292,0.015003964380666429,N2 dauer (Stigloher3),9595534,0
2,0.026625223104863805,0.013800462432648484,N2 dauer (Stigloher2),9009291,0
3,0.07278667998988206,0.04907017679210425,daf-2 dauer,10571074,0
4,0.10686296999992591,0.00020024507032763477,N2 dauer (Stigloher2),8533051,0
5,0.2384144326671209,0.008388504566036396,daf-2 dauer,10580673,0
6,0.2792707324073989,0.0,N2 dauer (Stigloher2),8600629,0
7,0.32858659142371544,0.32703849788178535,L1 16hr,4272025,0
8,0.33240988004905947,0.0326824847525699,N2 dauer (Stigloher3),17025464,0
9,0.3409267102037464,0.0,N2 dauer (Stigloher2),8603201,0
10,0.3513084701321418,0.30408627599166893,N2 dauer (Stigloher2),8604019,0
11,0.3645212126585532,0.30044634808329856,N2 dauer (Stigloher3),9187823,0
12,0.37056073251903776,0.32022589133727913,N2 dauer (Stigloher3),9003802,0
13,0.37094095538301464,0.3066169545286067,L1 8hr,6347335,0
14,0.3726518429908864,0.4212521046008239,N2 dauer (Stigloher2),8601059,0
15,0.37494132833234395,0.2867676733397167,L3,7117378,0
16,0.39487499715064256,0.19787430754215307,L1 0hr,6754653,0
17,0.40154551848269,0.24108339189410558,SEM adult,8313666,0
18,0.40305495100116867,0.19456017367221534,L3,7064964,0
19,0.4064615601137381,0.35144369343032966,L1 16hr,4221310,0
20,0.4088948548806796,0.21235319780312675,L1 8hr,6336119,0
21,0.4093892240739739,0.21119737291509424,L1 5hr,9530585,0
22,0.4101324882773261,0.18145845724525142,L1 5hr,9560264,0
23,0.4138359473945419,0.2007323973983031,TEM adult,8193555,0
24,0.41668123430695797,0.28778811157935247,daf-2 dauer,10580397,0
25,0.42020399543986436,0.015012082336556725,N2 dauer (Stigloher2),8603291,0
26,0.42574606597270226,0.2803992443506334,daf-2 dauer,10571202,0
27,0.43229907161444703,0.015773312317481167,N2 dauer (Stigloher3),9003113,0
28,0.43655528842049285,0.04892148178803613,daf-2 dauer,10580671,0
29,0.44667181300987185,0.027002664672386458,N2 dauer (Stigloher2),8601133,0
30,0.45513131885561586,0.2627412012034937,L2,4960219,0
31,0.4586963733032275,0.2532360565329551,TEM adult,8196790,0
32,0.4664680970821062,0.005475651155905235,daf-2 dauer,10571486,0
33,0.47007164001620255,0.19478851001294548,SEM adult,8250966,0
34,0.4741568577252841,0.23401676898803406,L2,4842537,0
35,0.47805207528097116,0.16815838052662013,L1 0hr,6730266,0
36,0.5320163453041445,0.03507292465286055,N2 dauer (Stigloher2),9197732,0
37,0.5575066132863294,0.014758128193555133,daf-2 dauer,10571261,0
38,0.5889849057702066,0.05482114310071933,N2 dauer (Stigloher2),9009303,0
39,0.6057139462289206,0.04304921172094978,N2 dauer (Stigloher2),8604314,0
40,0.6105598736351897,0.0228278509284725,N2 dauer (Stigloher3),9003090,0
41,0.624098467519961,0.022606698617247258,N2 dauer (Stigloher2),8601386,0
42,0.6315526373106571,0.012485349037585726,L1 5hr,9584095,0
43,0.6359444583065968,0.3183055050060337,L1 16hr,4221450,0
44,0.6373464003520769,0.018571604542866858,daf-2 dauer,10571284,0
45,0.6399734161456531,0.3218238190943865,L1 0hr,6754745,0
46,0.6456442564483867,0.020327175686180275,N2 dauer (Stigloher3),9589285,0
47,0.645676663889846,0.06459160440748946,daf-2 dauer,10580662,0
48,0.6460318515247062,0.3399608458292025,L1 16hr,4271920,0
49,0.6469922546388986,0.18139133809008987,N2 dauer (Stigloher3),9187900,0
50,0.665952315839277,0.22110801929019697,N2 dauer (Stigloher2),8525568,0
51,0.6726452951471195,0.2373056043939805,L1 8hr,6347222,0
52,0.6730711473320816,0.16606751552253157,L1 5hr,9560192,0
53,0.673105054750473,0.11310971796611254,L1 16hr,4221477,0
54,0.676480157909638,0.1209538223583479,L1 5hr,9530531,0
55,0.6775010795602622,0.042515320583259145,N2 dauer (Stigloher3),16676733,0
56,0.6785742517228183,0.2815279880735384,daf-2 dauer,10580549,0
57,0.6871591273941401,0.006351174362093339,N2 dauer (Stigloher3),9187881,0
58,0.688192816466977,0.158462740948608,L1 16hr,4271732,0
59,0.6912541772792865,0.18674868802218653,L3,7065035,0
60,0.6914606199076032,0.039222068656012334,N2 dauer (Stigloher2),9009298,0
61,0.6926061530070624,0.22705858404992565,N2 dauer (Stigloher3),9003047,0
62,0.697786749644663,0.25343742111488754,N2 dauer (Stigloher2),8602282,0
63,0.7031406898561126,0.09689519524287377,L1 0hr,6730106,0
64,0.7043514126691093,0.017318646386574023,daf-2 dauer,10580647,0
65,0.7100504999675027,0.15609788997574567,TEM adult,8193399,0
66,0.7177429055461859,0.26029558633540967,L1 8hr,6335981,0
67,0.7179921759493842,0.18695516249637564,L3,7117265,0
68,0.7211029021166071,0.16884793845969598,L2,4960098,0
69,0.730587311078009,0.20552459305035728,L2,4842892,0
70,0.7330653751078607,0.21502488212448678,TEM adult,8196476,0
71,0.7403209655891718,0.17937654090178595,daf-2 dauer,10571376,0
72,0.7539700085635109,0.16761360703494452,L1 8hr,6347175,0
73,0.7710145248491393,0.2111254879578149,SEM adult,8250724,0
74,0.7717383347499192,0.18208807608299055,SEM adult,8314204,0
75,0.7726132747233093,0.1869142158335608,L1 8hr,6336013,0
76,0.7738855411922891,0.020812629263966563,daf-2 dauer,10571390,0
77,0.7880847384801134,0.16045513553966034,L1 0hr,6754791,0
78,0.7966020871648037,0.09644132520744553,TEM adult,8193369,0
