,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,10612434,11441202,0.03555765683335121,0.532851658820092,RIGR,186,1,BAGL,"['RIAR', 'RIGR']"
1,10612223,11441094,0.0,0.5305270781615995,RIGR,186,1,URXR,['RIGR']
2,10612222,11440986,0.0,0.5269723480566966,RIGR,186,1,URYVR,"['RIBR', 'RIGR']"
3,10612311,11440957,0.0,0.7938647959261353,RIGR,186,1,AQR,"['RIGR', 'AVDL']"
4,10612203,11440613,0.0,0.4552965645123398,RIGR,186,1,RIMR,"['RIGR', 'AVBL', 'AIBL']"
5,10612378,11440579,0.0,0.9371197493369803,RIGR,186,1,SAADR,"['RIGL', 'RIGR']"
6,10612447,11440507,0.0065990897320697735,0.4021010834445072,RIGR,186,1,RIGR,"['RIGR', 'AVAL']"
7,10612472,11440507,0.09290774911969613,0.2963058910861447,RIGR,186,0,RIGR,"['RIGR', 'AVAL']"
8,10612186,11440506,0.0,0.40601774861460743,RIGR,186,1,RIGR,"['IL2VR', 'RIGR', 'AQR']"
9,10612476,11440506,0.10232794575929438,0.2963058910861447,RIGR,186,0,RIGR,"['IL2VR', 'RIGR', 'AQR']"
10,10612191,11440505,0.010580403601588384,0.4082265525782573,RIGR,186,0,RIGR,['IL2VR']
11,10612213,11440502,0.0,0.48784190942844186,RIGR,186,0,RIGR,"['RIAR', 'RIR', 'URXR']"
12,10612323,11440501,0.0,0.8244724633735099,RIGR,186,0,RIGR,"['AIZR', 'AVER', 'AQR']"
13,10612331,11440500,0.0,0.8457635280430479,RIGR,186,0,RIGR,"['AIZR', 'AVER']"
14,10612389,11440499,0.0,0.9648814159309214,RIGR,186,0,RIGR,"['RMED', 'AVKR']"
15,10612263,11439646,0.07605183928563616,0.65498076957147,RIGR,186,1,CEPVR,"['RIGR', 'RMHL', 'PLNR']"
