,dist_from_root,length,project,leafnode,n_synapse
0,0.0,0.05183745141043665,N2 dauer (Stigloher2),8781097,0
1,0.0,0.07971695657204901,N2 dauer (Stigloher3),9202711,0
2,0.0,0.02534695625748858,daf-2 dauer,10625642,0
3,0.05275864395238588,0.0059554577858622355,N2 dauer (Stigloher2),8781341,0
4,0.05738537435349063,0.007833952399933682,N2 dauer (Stigloher2),8781080,0
5,0.08309873476011706,0.010575551437603104,L1 16hr,4406139,2
6,0.1493737021539994,0.015509260777386978,daf-2 dauer,10625640,0
7,0.18002084999017876,0.03790232231853049,L1 16hr,4406186,4
8,0.18233424898072467,0.06356156224324715,L1 16hr,4355086,13
9,0.2112668061315705,0.04947608247834548,TEM adult,8181674,6
10,0.212346327281516,0.006953600631272968,daf-2 dauer,10580112,0
11,0.21875882108993872,0.03406925474449186,L1 16hr,4355111,3
12,0.22461004255131967,0.03626183151906789,L1 16hr,4406220,14
13,0.2250545037193564,0.06590032361586629,TEM adult,8225136,9
14,0.22575634814234358,0.012224431978126452,daf-2 dauer,10580110,0
15,0.2261792599097073,0.056029528768490336,L1 16hr,4355410,6
16,0.22674711272979722,0.0184673762147031,daf-2 dauer,10625639,1
17,0.22709417526176032,0.012497253199980544,SEM adult,8346782,2
18,0.23389103766067773,0.03253189528006613,TEM adult,8181649,6
19,0.2406665583720798,0.02622505594353133,SEM adult,8346808,0
20,0.2411949620096182,0.06706076089243042,L1 8hr,6364154,4
21,0.2446288974122889,0.01682252820223988,SEM adult,8325443,0
22,0.24520719018886425,0.05559987887711738,TEM adult,8181174,5
23,0.24589771920119544,0.06285336787695993,TEM adult,8224660,3
24,0.2532322522805981,0.03527268549200823,TEM adult,8225100,1
25,0.2552521796373124,0.033782539001813314,L2,4872567,1
26,0.25756620991842333,0.03704749617216531,L3,7073682,4
27,0.26167856614891993,0.037938717561401686,L1 8hr,6364129,1
28,0.26654869199942105,0.06823550514896111,L1 8hr,6359660,4
29,0.27143769859686473,0.038320194948937895,L2,4872545,3
30,0.2731701541652533,0.031017812571217135,L3,7123320,3
31,0.2737082840139557,0.030438436794335527,SEM adult,8347740,2
32,0.2738648394720296,0.04870872803535777,daf-2 dauer,10580108,3
33,0.27647344486383424,0.06462964538422968,L3,7073662,3
34,0.27775734020511234,0.029017557457603822,L1 16hr,4355402,7
35,0.2831178965254911,0.13643238156635182,L1 8hr,6364101,10
36,0.28523344592285255,0.02960649687670558,SEM adult,8325486,2
37,0.29382789657698594,0.03766437995091712,L1 5hr,9581854,1
38,0.2960294553345911,0.05432135808866605,L3,7073642,1
39,0.2972313746197631,0.05591891340151356,L2,4872524,0
40,0.29755626394652074,0.0512006623395822,L3,7123310,5
41,0.2991345332132384,0.04180353647899987,N2 dauer (Stigloher2),8781129,0
42,0.30312472928764284,0.06649051100007321,N2 dauer (Stigloher2),9008344,0
43,0.3033862314776243,0.07831787401919639,L1 8hr,6359676,2
44,0.3062263796379826,0.030207181868376676,daf-2 dauer,10580102,2
45,0.31214187833171,0.019989256901981254,L1 0hr,6695958,0
46,0.31301431337894525,0.04528866669498806,L1 5hr,9581642,3
47,0.3141584085685788,0.07169434060708076,N2 dauer (Stigloher2),8947517,2
48,0.3159438172582022,0.04396854538426939,N2 dauer (Stigloher3),9518598,0
49,0.31743208488949803,0.005592827335984615,L1 16hr,4355135,3
50,0.31756979564917326,0.04434991255490722,N2 dauer (Stigloher2),8781287,0
51,0.3185702447666508,0.04798184286185378,N2 dauer (Stigloher2),8781295,1
52,0.3207686707249587,0.050253380835298816,L2,4875341,3
53,0.32350832816526065,0.038749248751071844,L1 5hr,9579259,2
54,0.3256113482166037,0.05471325801042547,daf-2 dauer,10625636,5
55,0.32561951045973897,0.055171539435314304,TEM adult,8225075,13
56,0.3263625247069457,0.03531262196083115,L3,7123295,0
57,0.3266839422642977,0.06539117515317391,N2 dauer (Stigloher3),9596956,0
58,0.3270294790433902,0.07191291569332149,N2 dauer (Stigloher3),16681240,0
59,0.3279082376007207,0.03687486592973942,N2 dauer (Stigloher3),16680809,0
60,0.32852704864137594,0.040645948108483695,SEM adult,8326275,3
61,0.3331230003971585,0.05915418382765713,N2 dauer (Stigloher2),8756231,3
62,0.3343278382437951,0.024286609705076852,daf-2 dauer,10580092,1
63,0.33562038096274627,0.061732268718662525,N2 dauer (Stigloher3),16674228,6
64,0.3368502698524145,0.0175131875684641,SEM adult,8347728,1
65,0.336922676887417,0.06022596973488713,N2 dauer (Stigloher3),9593953,6
66,0.33771286186465055,0.0421583288006803,L1 0hr,6695751,2
67,0.34197257334035236,0.012611493204596954,daf-2 dauer,15137787,0
68,0.3428494581620873,0.079818942044183,L1 8hr,6359698,6
69,0.3442490953057081,0.026159862702000845,SEM adult,8326267,3
70,0.34513208956743274,0.04287253597891023,L1 16hr,4406243,8
71,0.34852591740079747,0.047854863215299144,L2,4875375,4
72,0.34866075617686043,0.04982871149876415,L1 5hr,9579273,2
73,0.35085901490072796,0.044886559717420074,daf-2 dauer,10580087,4
74,0.3542827626149898,0.04603030362679757,N2 dauer (Stigloher2),9008672,0
75,0.354520296903843,0.026941141927797986,L1 0hr,6689793,0
76,0.3613667657562553,0.04049501654120813,SEM adult,8326259,4
77,0.3630660014161106,0.05429522660192473,daf-2 dauer,11440473,1
78,0.36602962162993585,0.017377601806009644,TEM adult,8181611,1
79,0.3707650443012997,0.05308162644919594,L1 0hr,6695770,1
80,0.37239409076821983,0.05596058508917596,L1 16hr,4406267,10
81,0.37264122269379546,0.030489917282048605,L1 5hr,9579279,1
82,0.37463470573695745,0.027715148091980543,SEM adult,8326246,0
83,0.3763339206887652,0.03926668703495525,L3,7073628,7
84,0.37682186823833913,0.056250429160366947,N2 dauer (Stigloher2),8781178,4
85,0.3801986256110828,0.02248555552521923,TEM adult,8181220,3
86,0.3809963906557428,0.051741499172408396,L2,4875407,0
87,0.383240922171889,0.05925694976529485,L2,4872471,6
