Unnamed: 0,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,8184808,8472406,0.0984001751875513,0.6070710983626166,ADAL,133,1,AIAL,"['ADAL', 'AIBL']"
1,8184803,8472407,0.0816100158019198,0.6070710983626166,ADAL,133,1,AIAL,"['AIBL', 'ADAL']"
2,8184410,8472388,0.0,0.1500132992607514,ADAL,133,1,ADEL,"['ADAL', 'AVAR']"
3,8184704,8469002,0.0,0.7992996007194855,ADAL,133,1,URXL,['ADAL']
4,8184685,8468993,0.0,0.6995974523032167,ADAL,133,1,URXL,"['ADAL', 'AVEL']"
5,8184679,8468992,0.0223875080365318,0.6652534798122662,ADAL,133,1,URXL,"['ADAL', 'AVBL']"
6,8184714,8468933,0.0066006721454281,0.8273801033037427,ADAL,133,1,URBL,"['RICL', 'ADAL']"
7,8184703,8468929,0.0,0.7875301549570075,ADAL,133,1,URBL,"['ADAL', 'URXL', 'SDQL']"
8,8184676,8468919,0.0,0.6632099155209288,ADAL,133,1,URBL,"['AVBL', 'ADAL', 'ADAL']"
9,8184659,8468919,0.0,0.5854241731879546,ADAL,133,1,URBL,"['AVBL', 'ADAL', 'ADAL']"
10,8184661,8468918,0.0,0.5919052668716807,ADAL,133,1,URBL,"['AVBL', 'ADAL']"
11,8184767,8468782,0.0,0.9702269612759488,ADAL,133,1,SMBDL,"['ADAL', 'SAAVL']"
12,8184451,8467422,0.0,0.2177472625790345,ADAL,133,1,RIML,"['AVBR', 'ADAL']"
13,8184710,8467157,0.0097318155256862,0.8111198228935202,ADAL,133,1,RICL,"['ADAL', 'AVAL']"
14,8184413,8462320,0.0,0.1578708801948582,ADAL,133,1,PVPL,"['ADAL', 'AVAR']"
15,8184693,8462097,0.0,0.7546452787872657,ADAL,133,1,PVCL,"['RID', 'ADAL']"
16,8184427,8419279,0.0,0.1851488119390721,ADAL,133,1,FLPL,"['AVAR', 'ADAL', 'AVBR']"
17,8184373,8416125,0.0,0.0765767809417628,ADAL,133,1,AVFR,"['ADAL', 'SMDVR', 'SIAVL']"
18,8184683,8415504,0.0,0.6737757898327191,ADAL,133,1,ASHL,"['AVBL', 'ADAL']"
19,8184666,8415028,0.0,0.6070710983626166,ADAL,133,1,AIML,"['AVBL', 'ADAL', 'ASHL']"
20,8184691,8240697,0.0011898858185778,0.7399345768841201,ADAL,133,1,RMGL,['ADAL']
21,8184604,8240438,0.0,0.415432206607835,ADAL,133,1,RICR,"['RMGL', 'ADAL']"
22,8184740,8240359,0.0214007407180936,0.8777362531578823,ADAL,133,1,IL2DL,"['ADAL', 'URADL']"
23,8184501,8237895,0.0954300583627848,0.2263473670077883,ADAL,133,1,RIML,"['ADAL', 'AVBL']"
24,8184532,8237891,0.0,0.2886506858928002,ADAL,133,1,DVA,"['ADAL', 'AVER']"
25,8184680,8237888,0.0239913601092437,0.6652534798122662,ADAL,133,0,ADAL,['AVBL']
26,8184476,8237886,0.0462190869820627,0.2263473670077883,ADAL,133,0,ADAL,"['AVBR', 'RIML']"
27,8184443,8237884,0.0,0.2072717525097512,ADAL,133,0,ADAL,"['RIML', 'AVBR', 'AIBR']"
