,dist_from_root,length,project,leafnode,n_synapse
0,0.0,0.030329917035102776,daf-2 dauer,10590257,0
1,0.10713859168123412,0.033229300770982496,daf-2 dauer,10622632,0
2,0.16612397411682317,0.03235756491253845,daf-2 dauer,10590380,0
3,0.34883243853460455,0.008672240279674238,N2 dauer (Stigloher3),9190600,0
4,0.3822858594685934,0.012353749277709563,N2 dauer (Stigloher3),9191292,0
5,0.4091430524986733,0.02157488659942284,N2 dauer (Stigloher3),9190598,0
6,0.48982781002285225,0.01539245164175494,daf-2 dauer,10590375,0
7,0.6026640589790246,0.05180720429456084,daf-2 dauer,10622628,0
8,0.6101916709983255,0.03177310283005135,N2 dauer (Stigloher3),9191263,0
9,0.6490088439796448,0.02910904192212769,N2 dauer (Stigloher2),8535421,0
10,0.681743458434842,0.059917076477716096,L1 16hr,5064943,0
11,0.6853155400937078,0.11293552114719205,L1 16hr,4311483,3
12,0.7044011167080712,0.08342867008603715,N2 dauer (Stigloher3),9528851,1
13,0.7052472484300226,0.00930649300571162,SEM adult,8389084,0
14,0.7095319386441438,0.08768190884931998,N2 dauer (Stigloher2),9008255,0
15,0.7172086632348523,0.07473465728609532,N2 dauer (Stigloher3),16685122,0
16,0.7204986342120121,0.17958310135504418,SEM adult,8315803,12
17,0.7227823186674993,0.08112142706620624,daf-2 dauer,15137985,4
18,0.7357279479096781,0.04730070179408363,L3,7070843,1
19,0.7511317749944373,0.061600442998257565,TEM adult,8160415,3
20,0.7571634814973816,0.04925599211863459,L1 8hr,6355852,0
21,0.7662786169126858,0.026198191562149597,L1 0hr,6819472,0
22,0.76641125363101,0.22044246028600345,daf-2 dauer,10622582,7
23,0.7680039439429588,0.02963476304000104,L1 0hr,6941485,0
24,0.7704493616214885,0.059667868626354315,L1 8hr,6369967,0
25,0.7706273361459284,0.039138933659439,L3,7074166,0
26,0.775649340232268,0.11310668599565606,daf-2 dauer,10622622,3
27,0.7758570427835848,0.06514970736370855,L2,4947998,1
28,0.7855632416727166,0.14523150357598114,TEM adult,8160403,11
29,0.7912448225556619,0.05337985302405649,L1 5hr,9566121,0
30,0.7931349225067912,0.10197463066318992,TEM adult,8161885,4
31,0.7942361393680494,0.04335779171177342,L2,4859253,2
32,0.796105302187371,0.10565481458085185,daf-2 dauer,10622620,1
33,0.7981075768350598,0.20071291880490297,SEM adult,8389211,7
34,0.8100222449465887,0.1401273468796328,L3,7070806,4
35,0.8172241415535607,0.016430092660801823,L1 5hr,9563287,0
36,0.8211836496209686,0.1291007956608331,L1 16hr,4257986,3
37,0.8253485093981664,0.16207100519164533,L1 16hr,4257972,12
38,0.826988139061916,0.11995859788344299,N2 dauer (Stigloher3),9601562,0
39,0.8305034560913453,0.15034011687198484,daf-2 dauer,11439304,3
40,0.833059478258242,0.1266920054010824,L1 8hr,6355844,1
41,0.8335183557892254,0.1581376412798151,daf-2 dauer,10622603,4
42,0.8370278961364761,0.1535299577815694,N2 dauer (Stigloher3),16679147,0
43,0.8385791834579571,0.09890927051953208,L2,4947948,3
44,0.8412766229788676,0.07320709348656096,L1 0hr,6819496,0
45,0.8413067459904026,0.1267505311499533,L3,7074131,6
46,0.8457561153977121,0.1405557509811205,L2,4859280,3
47,0.8465079063815567,0.14402216216275202,N2 dauer (Stigloher3),9597242,0
48,0.8505294812042548,0.09352399968948424,SEM adult,8389108,0
49,0.8548572738536989,0.02476233214149547,SEM adult,8468183,8
50,0.8567370820618829,0.09962686369758618,L1 8hr,6369935,0
51,0.8648169052772761,0.09612445513469069,daf-2 dauer,10590351,6
52,0.8678730860299357,0.045359723815556516,L1 0hr,6941522,0
53,0.8691431651073969,0.06251107948453233,L1 5hr,9566140,1
54,0.8866043637467316,0.0842364690374946,L1 5hr,9563266,2
55,0.8986970833415767,0.09989892728703727,N2 dauer (Stigloher2),8532800,1
56,0.9214089568945881,0.0432502428753698,L1 16hr,4257950,0
